# SOURMASH-MANIFEST-VERSION: 1.0
internal_location,md5,md5short,ksize,moltype,num,scaled,n_hashes,with_abundance,name,filename
signatures/1d21b3954b0160d307a1147ef48f8a06.sig,1d21b3954b0160d307a1147ef48f8a06,1d21b395,31,DNA,0,1000,1966,False,"GCA_024275795.1 Actinomycetia bacterium, ASM2427579v1",/dev/fd/63
signatures/13e2b42adef40556eb19a6ab5402a692.sig,13e2b42adef40556eb19a6ab5402a692,13e2b42a,31,DNA,0,1000,2836,False,"GCA_903900975.1 uncultured Rhizobiales bacterium, freshwater MAG --- AlinenLipids_bin-0924",/dev/fd/63
signatures/1db2ab5e5f03dc6dca610b8245ad14c0.sig,1db2ab5e5f03dc6dca610b8245ad14c0,1db2ab5e,31,DNA,0,1000,1864,False,"GCA_016763115.1 Phycisphaerales bacterium, ASM1676311v1",/dev/fd/63
signatures/0e2bd5b7f01230b3277f49ebd7082b08.sig,0e2bd5b7f01230b3277f49ebd7082b08,0e2bd5b7,31,DNA,0,1000,4940,False,"GCA_020349865.1 Desulfobacteraceae bacterium, ASM2034986v1",/dev/fd/63
signatures/198ffbf77fc8a77333fff528d154b94f.sig,198ffbf77fc8a77333fff528d154b94f,198ffbf7,31,DNA,0,1000,3626,False,"GCA_022072025.1 Elusimicrobia bacterium, ASM2207202v1",/dev/fd/63
signatures/19c15fc25156201ee00e439e0b4b6796.sig,19c15fc25156201ee00e439e0b4b6796,19c15fc2,31,DNA,0,1000,3111,False,"GCA_902782465.1 uncultured Bacteroidales bacterium, Rumen uncultured genome RUG12777",/dev/fd/63
signatures/1c7f387a144ef5e3ca57bae011039670.sig,1c7f387a144ef5e3ca57bae011039670,1c7f387a,31,DNA,0,1000,475,False,"GCA_018648925.1 bacterium, ASM1864892v1",/dev/fd/63
signatures/053accbe805bf0b64fd2fff1e841f434.sig,053accbe805bf0b64fd2fff1e841f434,053accbe,31,DNA,0,1000,5436,False,"GCA_003576535.1 Nakamurella silvestris strain=DSM 102309, ASM357653v1",/dev/fd/63
signatures/011e4f28bc69144f6173fea917215960.sig,011e4f28bc69144f6173fea917215960,011e4f28,31,DNA,0,1000,1740,False,"GCA_017504655.1 Clostridia bacterium, ASM1750465v1",/dev/fd/63
signatures/1d065ac4115add7b8bcfc2e5301f5e5c.sig,1d065ac4115add7b8bcfc2e5301f5e5c,1d065ac4,31,DNA,0,1000,3143,False,"GCA_910579745.1 uncultured Clostridia bacterium, MGBC114079",/dev/fd/63
signatures/0f40ebd43dec11961b96f3f2206dad64.sig,0f40ebd43dec11961b96f3f2206dad64,0f40ebd4,31,DNA,0,1000,1254,False,"GCA_012965065.1 Gammaproteobacteria bacterium, ASM1296506v1",/dev/fd/63
signatures/192694487f3de4801a2782ae6f2fc1db.sig,192694487f3de4801a2782ae6f2fc1db,19269448,31,DNA,0,1000,1813,False,"GCA_903918115.1 uncultured beta proteobacterium, freshwater MAG --- KTt_bin-0790",/dev/fd/63
signatures/16bf8060d8f1efc07c6b824403bbe3ed.sig,16bf8060d8f1efc07c6b824403bbe3ed,16bf8060,31,DNA,0,1000,2100,False,"GCA_021782795.1 Proteobacteria bacterium, ASM2178279v1",/dev/fd/63
signatures/13c1fabae1e1d4827fb1fba489b2b68f.sig,13c1fabae1e1d4827fb1fba489b2b68f,13c1faba,31,DNA,0,1000,2807,False,"GCA_016207095.1 candidate division NC10 bacterium, ASM1620709v1",/dev/fd/63
signatures/00a34aebef4f224526f9188cb92355a0.sig,00a34aebef4f224526f9188cb92355a0,00a34aeb,31,DNA,0,1000,5319,False,"GCF_014196455.1 Kaistia hirudinis strain=DSM 25966, ASM1419645v1",/dev/fd/63
signatures/0c189e0103df480e551982d92d49e0e1.sig,0c189e0103df480e551982d92d49e0e1,0c189e01,31,DNA,0,1000,1722,False,"GCA_013286945.1 Candidatus Melainabacteria bacterium, ASM1328694v1",/dev/fd/63
signatures/1d9aec1cb8bfa159b63fd73b97e188f5.sig,1d9aec1cb8bfa159b63fd73b97e188f5,1d9aec1c,31,DNA,0,1000,3151,False,"GCA_015057245.1 Pseudobutyrivibrio ruminis, ASM1505724v1",/dev/fd/63
signatures/063ec22744b4c5f73b058eb904d8f2ee.sig,063ec22744b4c5f73b058eb904d8f2ee,063ec227,31,DNA,0,1000,3280,False,"GCF_009466385.1 Bacillus sp. SYSU G01002 strain=SYSU G01002, ASM946638v1",/dev/fd/63
signatures/1610a312541fa6605ec46fb32be93a23.sig,1610a312541fa6605ec46fb32be93a23,1610a312,31,DNA,0,1000,8022,False,"GCF_003851045.1 Paenibacillus sp. 598K strain=598K, ASM385104v1",/dev/fd/63
signatures/1906be849d65da7ad9c6f89ddc25dc70.sig,1906be849d65da7ad9c6f89ddc25dc70,1906be84,31,DNA,0,1000,1788,False,"GCA_902524655.1 uncultured Alphaproteobacteria bacterium, AG-895-K23",/dev/fd/63
signatures/1c4db34baaa159599789d7ea2b5931a5.sig,1c4db34baaa159599789d7ea2b5931a5,1c4db34b,31,DNA,0,1000,1113,False,"GCF_900634605.1 Chlamydia buteonis, RSHA",/dev/fd/63
signatures/1cf1cd3fa124a4bf65675cded5bd5181.sig,1cf1cd3fa124a4bf65675cded5bd5181,1cf1cd3f,31,DNA,0,1000,7436,False,"GCF_902832845.1 Burkholderia metallica strain=LMG 24068, ASM90283284v1",/dev/fd/63
signatures/1dd6f11ed116288f81acf19fdfaf29c5.sig,1dd6f11ed116288f81acf19fdfaf29c5,1dd6f11e,31,DNA,0,1000,4140,False,"GCF_014207595.1 Algisphaera agarilytica strain=DSM 103725, ASM1420759v1",/dev/fd/63
signatures/17bea2e089fe58b9d3ce767d2bf717f0.sig,17bea2e089fe58b9d3ce767d2bf717f0,17bea2e0,31,DNA,0,1000,2157,False,"GCA_022563215.1 Proteobacteria bacterium, ASM2256321v1",/dev/fd/63
signatures/031bf2fad665120d29f362b931538c68.sig,031bf2fad665120d29f362b931538c68,031bf2fa,31,DNA,0,1000,7298,False,"GCF_013520985.1 Mesorhizobium sp. CCANP35 strain=CCANP35, ASM1352098v1",/dev/fd/63
signatures/086d14203a352173d9d65655e09ff350.sig,086d14203a352173d9d65655e09ff350,086d1420,31,DNA,0,1000,1250,False,"GCA_023268255.1 Thaumarchaeota archaeon, ASM2326825v1",/dev/fd/63
signatures/133f13691229315d82223a1df4d0af7a.sig,133f13691229315d82223a1df4d0af7a,133f1369,31,DNA,0,1000,1800,False,"GCA_003232855.1 Verrucomicrobiales bacterium, ASM323285v1",/dev/fd/63
signatures/107ec1edbb5d1f59d3b95f2bdbd269fb.sig,107ec1edbb5d1f59d3b95f2bdbd269fb,107ec1ed,31,DNA,0,1000,2602,False,"GCA_022703375.1 Deltaproteobacteria bacterium, ASM2270337v1",/dev/fd/63
signatures/0b1cbb8a21df95cca00c56665d150eb6.sig,0b1cbb8a21df95cca00c56665d150eb6,0b1cbb8a,31,DNA,0,1000,6577,False,"GCF_003985125.1 Rhizobium phaseoli strain=ATCC 14482, ASM398512v1",/dev/fd/63
signatures/0e1f8bfe1958d4049c4d12a93f60a978.sig,0e1f8bfe1958d4049c4d12a93f60a978,0e1f8bfe,31,DNA,0,1000,1750,False,"GCA_023456995.1 Firmicutes bacterium, ASM2345699v1",/dev/fd/63
signatures/1ac4ee1b71b1c56a7ed1d7b1aeead9dc.sig,1ac4ee1b71b1c56a7ed1d7b1aeead9dc,1ac4ee1b,31,DNA,0,1000,4792,False,"GCA_016025055.1 Chryseobacterium indologenes strain=DSM 16777, ASM1602505v1",/dev/fd/63
signatures/120375da0ca6da07121d5070a2a8694d.sig,120375da0ca6da07121d5070a2a8694d,120375da,31,DNA,0,1000,2640,False,"GCF_023130475.1 Aciditerrimonas ferrireducens strain=MV1, ASM2313047v1",/dev/fd/63
