# SOURMASH-MANIFEST-VERSION: 1.0
internal_location,md5,md5short,ksize,moltype,num,scaled,n_hashes,with_abundance,name,filename
signatures/011e4f28bc69144f6173fea917215960.sig,011e4f28bc69144f6173fea917215960,011e4f28,31,DNA,0,1000,1740,False,"GCA_017504655.1 Clostridia bacterium, ASM1750465v1",/dev/fd/63
signatures/00a34aebef4f224526f9188cb92355a0.sig,00a34aebef4f224526f9188cb92355a0,00a34aeb,31,DNA,0,1000,5319,False,"GCF_014196455.1 Kaistia hirudinis strain=DSM 25966, ASM1419645v1",/dev/fd/63
signatures/000851948eb46787e4cf3323c163fdb0.sig,000851948eb46787e4cf3323c163fdb0,00085194,31,DNA,0,1000,754,False,"GCA_021157895.1 Dehalococcoidia bacterium, ASM2115789v1",/dev/fd/63
signatures/00f1e8f9f87e8b201f56b2d160b39d71.sig,00f1e8f9f87e8b201f56b2d160b39d71,00f1e8f9,31,DNA,0,1000,684,False,"GCA_001820215.1 Candidatus Staskawiczbacteria bacterium RIFCSPLOWO2_01_FULL_33_13, ASM182021v1",/dev/fd/63
signatures/00b8e303022effea35193bcfdd30a86d.sig,00b8e303022effea35193bcfdd30a86d,00b8e303,31,DNA,0,1000,724,False,"GCA_016219345.1 Candidatus Saccharibacteria bacterium, ASM1621934v1",/dev/fd/63
signatures/006817520d0b972e1cf98b9a35148d9f.sig,006817520d0b972e1cf98b9a35148d9f,00681752,31,DNA,0,1000,1589,False,"GCA_017577345.1 Clostridiales bacterium, ASM1757734v1",/dev/fd/63
signatures/010e849e8955050c892d1c886fd94441.sig,010e849e8955050c892d1c886fd94441,010e849e,31,DNA,0,1000,2475,False,"GCA_021814855.1 Bacteroidetes bacterium, ASM2181485v1",/dev/fd/63
signatures/016e8de42c3eb2af3cbc857e26594f53.sig,016e8de42c3eb2af3cbc857e26594f53,016e8de4,31,DNA,0,1000,7920,False,"GCF_001746425.1 Streptomyces subrutilus strain=10-1-1, ASM174642v1",/dev/fd/63
signatures/011e6b3f7619c9c91c8311ec1c9bbd5a.sig,011e6b3f7619c9c91c8311ec1c9bbd5a,011e6b3f,31,DNA,0,1000,2085,False,"GCA_017302755.1 Alphaproteobacteria bacterium, ASM1730275v1",/dev/fd/63
signatures/00b559b296355d27f3f8a71f7eb99517.sig,00b559b296355d27f3f8a71f7eb99517,00b559b2,31,DNA,0,1000,4762,False,"GCF_003201975.1 Pseudogracilibacillus auburnensis strain=DSM 28556, ASM320197v1",/dev/fd/63
signatures/00cec145b5ab88ff7cf6d557d6a66035.sig,00cec145b5ab88ff7cf6d557d6a66035,00cec145,31,DNA,0,1000,4800,False,"GCA_945906815.1 Bordetella parapertussis, TrH-03may19-243",/dev/fd/63
signatures/007612080392e31824b461ff19362dc7.sig,007612080392e31824b461ff19362dc7,00761208,31,DNA,0,1000,1122,False,"GCA_024635485.1 bacterium, ASM2463548v1",/dev/fd/63
signatures/00a66229ab74552a206e68e1421e4e49.sig,00a66229ab74552a206e68e1421e4e49,00a66229,31,DNA,0,1000,4497,False,"GCF_000759835.1 Citrobacter sedlakii NBRC 105722 strain=NBRC 105722, ASM75983v1",/dev/fd/63
