# SOURMASH-MANIFEST-VERSION: 1.0
internal_location,md5,md5short,ksize,moltype,num,scaled,n_hashes,with_abundance,name,filename
signatures/011e4f28bc69144f6173fea917215960.sig,011e4f28bc69144f6173fea917215960,011e4f28,31,DNA,0,1000,1740,False,"GCA_017504655.1 Clostridia bacterium, ASM1750465v1",/dev/fd/63
signatures/00a34aebef4f224526f9188cb92355a0.sig,00a34aebef4f224526f9188cb92355a0,00a34aeb,31,DNA,0,1000,5319,False,"GCF_014196455.1 Kaistia hirudinis strain=DSM 25966, ASM1419645v1",/dev/fd/63
signatures/000851948eb46787e4cf3323c163fdb0.sig,000851948eb46787e4cf3323c163fdb0,00085194,31,DNA,0,1000,754,False,"GCA_021157895.1 Dehalococcoidia bacterium, ASM2115789v1",/dev/fd/63
signatures/01e9222c0bc6cbdd75143246e8bd6b78.sig,01e9222c0bc6cbdd75143246e8bd6b78,01e9222c,31,DNA,0,1000,3022,False,"GCA_021767325.1 Spirochaetales bacterium, ASM2176732v1",/dev/fd/63
signatures/01e3213d558496f6c0fc271333e36e57.sig,01e3213d558496f6c0fc271333e36e57,01e3213d,31,DNA,0,1000,5392,False,"GCF_000390185.1 Lunatimonas lonarensis strain=AK24, Lulo1",/dev/fd/63
signatures/02ee0c0b61ffb7e74e6d8d8dcc276242.sig,02ee0c0b61ffb7e74e6d8d8dcc276242,02ee0c0b,31,DNA,0,1000,3112,False,"GCA_903911165.1 uncultured actinobacterium, freshwater MAG --- ErkenSummer_bin-3301",/dev/fd/63
signatures/00f1e8f9f87e8b201f56b2d160b39d71.sig,00f1e8f9f87e8b201f56b2d160b39d71,00f1e8f9,31,DNA,0,1000,684,False,"GCA_001820215.1 Candidatus Staskawiczbacteria bacterium RIFCSPLOWO2_01_FULL_33_13, ASM182021v1",/dev/fd/63
signatures/0204e723e0256cbd9dc10863edb2bece.sig,0204e723e0256cbd9dc10863edb2bece,0204e723,31,DNA,0,1000,3461,False,"GCF_018024495.1 Agromyces sp. G127AT, ASM1802449v1",/dev/fd/63
signatures/02b3b5b81d465bbb9a343aa166e8d523.sig,02b3b5b81d465bbb9a343aa166e8d523,02b3b5b8,31,DNA,0,1000,2166,False,"GCA_004292865.1 Sphingobacteriales bacterium, ASM429286v1",/dev/fd/63
signatures/00b8e303022effea35193bcfdd30a86d.sig,00b8e303022effea35193bcfdd30a86d,00b8e303,31,DNA,0,1000,724,False,"GCA_016219345.1 Candidatus Saccharibacteria bacterium, ASM1621934v1",/dev/fd/63
signatures/02703ce7a62b4416a501feccd2d8102e.sig,02703ce7a62b4416a501feccd2d8102e,02703ce7,31,DNA,0,1000,1205,False,"GCA_016872055.1 Thaumarchaeota archaeon, JGI 2017-08-21",/dev/fd/63
signatures/006817520d0b972e1cf98b9a35148d9f.sig,006817520d0b972e1cf98b9a35148d9f,00681752,31,DNA,0,1000,1589,False,"GCA_017577345.1 Clostridiales bacterium, ASM1757734v1",/dev/fd/63
signatures/010e849e8955050c892d1c886fd94441.sig,010e849e8955050c892d1c886fd94441,010e849e,31,DNA,0,1000,2475,False,"GCA_021814855.1 Bacteroidetes bacterium, ASM2181485v1",/dev/fd/63
